,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
794,34,No,1,618,0,3,1,5,1103,1,0,45,3,2,4,4,0,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4
795,37,No,0,309,1,10,4,5,1105,4,1,88,2,2,8,4,1,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0
796,25,Yes,0,1219,0,4,1,2,1106,4,0,32,3,1,6,4,2,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6
797,26,Yes,0,1330,0,21,3,4,1107,1,0,37,3,1,6,3,1,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0
798,33,Yes,0,1017,0,25,3,4,1108,1,0,55,2,1,7,2,0,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2
799,42,No,0,469,0,2,2,4,1109,4,0,35,3,4,3,1,2,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7
800,28,Yes,1,1009,0,1,3,4,1111,1,0,45,2,1,6,2,1,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0
801,50,Yes,1,959,1,1,4,1,1113,4,0,81,3,2,8,3,0,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0
802,33,No,1,970,1,7,3,5,1114,4,1,30,3,2,8,2,2,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2
803,34,No,2,697,0,3,4,5,1115,3,0,40,2,1,7,4,2,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0
804,48,No,2,1262,0,1,4,4,1116,1,0,35,4,4,3,4,0,16885,16154,2,0,22,4,3,0,27,3,2,5,4,2,1
805,45,No,2,1050,1,9,4,5,1117,2,1,65,2,2,8,3,2,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12
806,52,No,0,994,0,7,4,5,1118,2,0,87,3,3,4,2,0,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0
807,38,No,0,770,1,10,4,3,1119,3,0,73,2,3,8,3,1,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7
808,29,No,0,1107,0,28,4,5,1120,3,1,93,3,1,7,4,1,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7
809,28,No,0,950,0,3,3,4,1121,4,1,93,3,3,5,2,1,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7
810,46,No,0,406,1,3,1,3,1124,1,0,52,3,4,3,3,2,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9
811,38,No,0,130,1,2,2,3,1125,4,0,32,3,3,8,2,0,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0
812,43,No,1,1082,0,27,3,5,1126,3,1,83,3,3,5,1,2,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1
813,39,Yes,1,203,0,2,3,5,1127,1,0,84,3,4,4,4,1,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5
814,40,No,0,1308,0,14,3,4,1128,3,0,44,2,5,1,3,0,19626,17544,1,0,14,3,1,0,21,2,4,20,7,4,9
815,21,No,0,984,0,1,1,2,1131,4,1,70,2,1,7,2,0,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2
816,39,No,2,439,0,9,3,5,1132,3,0,70,3,2,6,2,0,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3
817,36,No,2,217,0,18,4,5,1133,1,0,78,3,2,5,4,0,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9
818,31,No,1,793,1,20,3,5,1135,3,0,67,4,1,2,4,2,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2
819,28,No,0,1451,0,2,1,5,1136,1,0,67,2,1,7,2,2,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4
820,35,No,1,1182,1,11,2,3,1137,4,0,54,3,2,8,4,1,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2
821,49,No,0,174,1,8,4,2,1138,4,0,56,2,4,8,2,2,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3
822,34,No,1,1003,0,2,2,5,1140,4,0,95,3,2,5,3,0,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2
823,29,No,1,490,0,10,3,5,1143,4,1,61,3,1,7,2,1,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1
824,42,No,0,188,0,29,3,4,1148,2,0,56,1,2,6,4,0,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0
825,29,No,0,718,0,8,1,4,1150,2,0,79,2,2,5,4,2,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2
826,38,No,0,433,2,1,3,0,1152,3,0,37,4,1,0,3,2,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0
827,28,No,1,773,0,6,3,5,1154,3,0,39,2,1,7,3,1,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2
828,18,Yes,2,247,0,8,1,4,1156,3,0,80,3,1,6,3,0,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0
829,33,Yes,0,603,1,9,4,3,1157,1,1,77,3,2,8,1,0,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3
830,41,No,0,167,0,12,4,5,1158,2,0,46,3,1,6,4,2,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0
831,31,Yes,1,874,0,15,3,4,1160,3,0,72,3,1,6,3,2,2610,6233,1,0,12,3,3,1,2,5,2,2,2,2,2
832,37,No,0,367,0,25,2,4,1161,3,1,52,2,2,4,4,1,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3
833,27,No,0,199,0,6,3,5,1162,4,0,55,2,1,7,3,2,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2
834,34,No,0,1400,1,9,1,5,1163,2,1,70,3,2,8,3,2,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3
835,35,No,0,528,2,8,4,2,1164,3,0,100,3,1,0,3,0,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4
836,29,Yes,0,408,1,23,1,5,1165,4,1,45,2,3,8,1,2,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10
837,40,No,1,593,0,9,4,4,1166,2,1,88,3,3,1,3,0,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13
838,42,Yes,1,481,1,12,3,5,1167,3,0,44,3,4,8,1,0,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14
839,42,No,0,647,1,4,4,3,1171,2,0,45,3,2,8,1,0,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5
840,35,No,0,982,0,1,4,4,1172,4,0,58,2,1,6,3,2,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7
841,24,No,0,477,0,24,3,4,1173,4,0,49,3,1,6,2,0,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2
842,28,Yes,0,1485,0,12,1,5,1175,3,1,79,3,1,6,4,2,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0
843,26,No,0,1384,0,3,4,4,1177,1,0,82,4,1,6,4,2,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7
844,30,No,0,852,1,10,3,3,1179,3,0,72,2,2,8,3,2,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4
845,40,No,1,902,0,26,2,4,1180,3,1,92,2,2,7,4,2,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0
846,35,No,0,819,0,2,3,5,1182,3,0,44,2,3,5,2,1,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4
847,34,No,1,669,0,1,3,4,1184,4,0,97,2,2,4,1,0,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9
848,35,No,1,636,0,4,4,1,1185,4,0,47,2,1,6,4,2,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2
849,43,Yes,0,1372,1,9,3,3,1188,1,1,85,1,2,8,3,0,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3
850,32,No,2,862,1,2,1,5,1190,3,1,76,3,1,2,1,1,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0
851,56,No,0,718,0,4,4,2,1191,4,1,92,3,5,3,1,1,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2
852,29,No,0,1401,0,6,1,4,1192,2,1,54,3,1,6,4,2,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8
853,19,No,0,645,0,9,2,5,1193,3,0,54,3,1,7,1,0,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0
854,45,No,0,1457,0,7,3,4,1195,1,1,83,3,1,7,3,2,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2
855,37,No,0,977,0,1,3,5,1196,4,1,56,2,2,5,4,2,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11
856,20,No,0,805,0,3,3,5,1198,1,0,87,2,1,6,3,0,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2
857,44,Yes,0,1097,0,10,4,5,1200,3,0,96,3,1,7,3,0,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2
858,53,No,0,1223,0,7,2,4,1201,4,1,50,3,5,3,3,1,18606,18640,3,0,18,3,2,1,26,6,3,7,7,4,7
859,29,No,0,942,0,15,1,5,1202,2,1,69,1,1,7,4,2,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3
860,22,Yes,1,1256,0,3,4,5,1203,3,0,48,2,1,7,4,2,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0
861,46,No,0,1402,1,2,3,3,1204,3,1,69,3,4,3,1,2,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9
862,44,No,2,111,0,17,3,5,1206,4,0,74,1,1,7,3,0,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0
863,33,No,0,147,2,2,3,0,1207,2,0,99,3,1,0,3,2,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4
864,41,Yes,2,906,0,5,2,5,1210,1,0,95,2,1,7,1,1,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0
865,30,No,0,1329,1,29,4,5,1211,3,0,61,3,2,8,1,1,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3
866,40,No,1,1184,1,2,4,4,1212,2,0,62,3,2,8,2,2,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0
867,50,No,1,1421,0,2,3,4,1215,4,1,30,3,4,3,1,2,17856,9490,2,0,22,4,3,1,32,3,3,2,2,2,2
868,28,No,0,1179,0,19,4,4,1216,4,0,78,2,1,6,1,2,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3
869,46,No,0,1450,0,15,2,5,1217,4,0,52,3,5,1,2,2,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3
870,35,No,0,1361,1,17,4,5,1218,3,0,94,3,2,8,1,2,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7
871,24,Yes,0,984,0,17,2,5,1219,4,1,97,3,1,6,2,2,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0
872,33,No,1,1146,1,25,3,4,1220,2,1,82,3,2,8,3,2,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1
873,36,No,0,917,0,6,4,5,1221,3,0,60,1,1,6,3,1,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7
874,30,No,0,853,0,7,4,5,1224,3,0,49,3,2,6,3,1,3491,11309,1,0,13,3,1,3,10,4,2,10,7,8,9
875,44,No,0,200,0,29,4,1,1225,4,0,32,3,2,7,4,0,4541,7744,1,0,25,4,2,0,20,3,3,20,11,13,17
876,20,No,0,654,1,21,3,3,1226,3,0,43,4,1,2,4,0,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2
877,46,No,0,150,0,2,4,2,1228,4,0,60,3,2,5,4,1,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4
878,42,No,2,179,2,2,5,4,1231,4,0,79,4,2,0,1,2,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3
879,60,No,0,696,1,7,4,3,1233,2,0,52,4,2,8,4,1,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9
880,32,No,1,116,0,13,3,1,1234,3,1,77,2,1,6,2,2,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2
881,32,No,1,1316,0,2,2,5,1235,4,1,38,3,2,7,3,0,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7
882,36,No,0,363,0,1,3,2,1237,3,1,77,1,3,5,1,1,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7
883,33,No,0,117,0,9,3,4,1238,1,0,60,3,1,7,4,2,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10
884,40,No,0,107,1,10,3,2,1239,2,1,84,2,2,8,2,1,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3
885,25,No,0,1356,1,10,4,5,1240,3,0,57,3,2,8,4,0,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1
886,30,No,0,1465,0,1,3,4,1241,4,0,63,3,1,7,2,2,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7
887,42,No,1,458,0,26,5,4,1242,1,1,60,3,3,1,1,2,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0
888,35,No,2,1212,1,8,2,3,1243,3,1,78,2,3,8,4,2,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12
889,27,No,0,1103,0,14,3,5,1244,1,0,42,3,1,7,1,2,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8
890,54,No,1,966,0,1,4,5,1245,4,1,53,3,3,5,3,1,10502,9659,7,0,17,3,1,1,33,2,1,5,4,1,4
891,44,No,0,1117,0,2,1,5,1246,1,1,72,4,1,7,4,2,2011,19982,1,0,13,3,4,1,10,5,3,10,5,7,7
892,19,Yes,2,504,0,10,3,4,1248,1,1,96,2,1,7,2,0,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0
893,29,No,0,1010,0,1,3,5,1249,1,1,97,3,1,7,4,1,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2
894,54,No,0,685,0,3,3,5,1250,4,0,85,3,4,1,4,2,17779,23474,3,0,14,3,1,0,36,2,3,10,9,0,9
895,31,No,0,1332,0,11,2,4,1251,3,0,80,3,2,4,1,2,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1
896,31,No,0,1062,0,24,3,4,1252,3,1,96,2,2,4,1,0,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8
897,59,No,0,326,1,3,3,5,1254,3,1,48,2,2,8,4,0,5171,16490,5,0,17,3,4,0,13,2,3,6,1,0,5
898,43,No,0,920,0,3,3,5,1255,3,0,96,1,5,1,4,2,19740,18625,3,0,14,3,2,1,25,2,3,8,7,0,7
899,49,No,0,1098,0,4,2,4,1256,1,0,85,2,5,3,3,2,18711,12124,2,0,13,3,3,1,23,2,4,1,0,0,0
900,36,No,1,469,0,3,3,2,1257,3,0,46,3,1,7,2,2,3692,9256,1,0,12,3,3,0,12,2,2,11,10,0,7
901,48,No,0,969,0,2,2,2,1258,4,0,76,4,1,6,2,0,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0
902,27,No,0,1167,0,4,2,5,1259,1,0,76,3,1,7,3,1,2517,3208,1,0,11,3,2,3,5,2,3,5,3,0,3
903,29,No,0,1329,0,7,3,5,1260,3,0,82,3,2,4,4,1,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0
904,48,No,0,715,0,1,3,5,1263,4,0,76,2,5,1,4,0,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0
905,29,No,0,694,0,1,3,5,1264,4,1,87,2,4,1,4,1,16124,3423,3,0,14,3,2,2,9,2,2,7,7,1,7
906,34,No,0,1320,0,20,3,2,1265,3,1,89,4,1,7,3,2,2585,21643,0,0,17,3,4,0,2,5,2,1,0,0,0
907,44,No,0,1099,1,5,3,3,1267,2,0,88,3,5,3,2,2,18213,8751,7,0,11,3,3,1,26,5,3,22,9,3,10
908,33,No,0,536,1,10,5,3,1268,4,0,82,4,3,8,3,1,8380,21708,0,1,14,3,4,2,10,3,3,9,8,0,8
909,19,No,0,265,0,25,3,5,1269,2,1,57,4,1,7,4,0,2994,21221,1,1,12,3,4,0,1,2,3,1,0,0,1
910,23,No,0,373,0,1,2,5,1270,4,0,47,3,1,7,3,2,1223,16901,1,0,22,4,4,1,1,2,3,1,0,0,1
911,25,Yes,1,599,1,24,1,5,1273,3,0,73,1,1,2,4,0,1118,8040,1,1,14,3,4,0,1,4,3,1,0,1,0
912,26,No,0,583,0,4,2,5,1275,3,0,53,3,1,7,4,0,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2
913,45,Yes,0,1449,1,2,3,3,1277,1,1,94,1,5,3,2,0,18824,2493,2,1,16,3,1,0,26,2,3,24,10,1,11
914,55,No,2,177,0,8,1,4,1278,4,0,37,2,4,4,2,1,13577,25592,1,1,15,3,4,1,34,3,3,33,9,15,0
915,21,Yes,1,251,0,10,2,5,1279,1,1,45,2,1,6,3,0,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2
916,46,No,0,168,1,4,2,3,1280,4,1,33,2,5,3,2,2,18789,9946,2,0,14,3,3,1,26,2,3,11,4,0,8
917,34,No,0,131,1,2,3,3,1281,3,1,86,3,2,8,1,0,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2
918,51,No,1,237,1,9,3,5,1282,4,0,83,3,5,3,2,1,19847,19196,4,1,24,4,1,1,31,5,2,29,10,11,10
919,59,No,0,1429,0,18,4,4,1283,4,0,67,3,3,5,4,0,10512,20002,6,0,12,3,4,0,25,6,2,9,7,5,4
920,34,No,1,135,0,19,3,4,1285,3,1,46,3,2,6,2,1,4444,22534,4,0,13,3,3,2,15,2,4,11,8,5,10
921,28,No,1,791,0,1,4,4,1286,4,0,44,3,1,6,3,0,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2
922,44,No,0,1199,0,4,2,5,1288,3,0,92,4,5,3,1,1,19190,17477,1,0,14,3,4,2,26,4,2,25,9,14,13
923,34,No,1,648,2,11,3,5,1289,3,0,56,2,2,0,2,2,4490,21833,4,0,11,3,4,2,14,5,4,10,9,1,8
924,35,No,0,735,0,6,1,5,1291,3,0,66,3,1,7,3,2,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2
925,42,No,0,603,0,7,4,4,1292,2,1,78,4,2,7,2,2,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0
926,43,No,0,531,1,4,4,3,1293,4,1,56,2,3,8,4,0,10231,20364,3,0,14,3,4,0,23,3,4,21,7,15,17
927,36,No,0,429,0,2,4,5,1294,3,1,53,3,2,5,2,0,5410,2323,9,1,11,3,4,0,18,2,3,16,14,5,12
928,44,Yes,0,621,0,15,3,4,1295,1,1,73,3,3,4,4,2,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5
929,28,No,1,193,0,2,3,5,1296,4,0,52,2,1,6,4,2,3867,14222,1,1,12,3,2,1,2,2,3,2,2,2,2
930,51,No,1,968,0,6,2,4,1297,2,1,40,2,1,6,3,0,2838,4257,0,0,14,3,2,0,8,6,2,7,0,7,7
931,30,No,2,879,0,9,2,4,1298,3,1,72,3,2,5,3,0,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7
932,29,Yes,0,806,0,7,3,2,1299,2,1,39,3,1,6,3,1,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7
933,28,No,0,640,0,1,3,2,1301,4,0,84,3,1,7,1,0,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2
934,25,No,0,266,0,1,3,4,1303,4,1,40,3,1,7,2,0,2096,18830,1,0,18,3,4,0,2,3,2,2,2,2,1
935,32,No,0,604,1,8,3,4,1304,3,0,56,4,2,8,4,2,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8
936,45,No,1,364,0,25,3,4,1306,2,1,83,3,5,3,2,0,18061,13035,3,0,22,4,3,0,22,4,3,0,0,0,0
937,39,No,0,412,0,13,4,4,1307,3,1,94,2,4,3,2,1,17123,17334,6,1,13,3,4,2,21,4,3,19,9,15,2
938,58,No,0,848,0,23,4,5,1308,1,0,88,3,1,7,3,1,2372,26076,1,0,12,3,4,2,2,3,3,2,2,2,2
939,32,Yes,0,1089,0,7,2,5,1309,4,0,79,3,2,6,3,2,4883,22845,1,0,18,3,1,1,10,3,3,10,4,1,1
940,39,Yes,0,360,0,23,3,4,1310,3,0,93,3,1,7,1,0,3904,22154,0,0,13,3,1,0,6,2,3,5,2,0,3
941,30,No,0,1138,0,6,3,2,1311,1,1,48,2,2,6,4,2,4627,23631,0,0,12,3,1,1,10,6,3,9,2,6,7
942,36,No,0,325,0,10,4,2,1312,4,1,63,3,3,4,3,2,7094,5747,3,0,12,3,1,0,10,0,3,7,7,1,7
943,46,No,0,991,2,1,2,5,1314,4,1,44,3,1,0,1,0,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7
944,28,No,2,1476,0,1,3,5,1315,3,1,55,1,2,6,4,2,6674,16392,0,0,11,3,1,3,10,6,3,9,8,7,5
945,50,No,0,1322,0,28,3,5,1317,4,1,43,3,4,1,1,2,16880,22422,4,1,11,3,2,0,25,2,3,3,2,1,2
946,40,Yes,0,299,1,25,4,3,1318,4,0,57,2,3,8,2,0,9094,17235,2,1,12,3,3,0,9,2,3,5,4,1,0
947,52,Yes,0,1030,1,5,3,5,1319,2,0,64,3,3,8,2,0,8446,21534,9,1,19,3,3,0,10,2,2,8,7,7,7
948,30,No,0,634,0,17,4,4,1321,2,1,95,3,3,3,1,2,11916,25927,1,1,23,4,4,2,9,2,3,9,1,0,8
949,39,No,0,524,0,18,2,5,1322,1,0,32,3,2,5,3,0,4534,13352,0,0,11,3,1,0,9,6,3,8,7,1,7
950,31,No,2,587,1,2,4,5,1324,4,1,57,3,3,8,3,1,9852,8935,1,1,19,3,1,1,10,5,2,10,8,9,6
951,41,No,2,256,1,10,2,4,1329,3,0,40,1,2,8,2,0,6151,22074,1,0,13,3,1,0,19,4,3,19,2,11,9
952,31,Yes,1,1060,1,1,3,5,1331,4,1,54,3,1,2,2,0,2302,8319,1,1,11,3,1,0,3,2,4,3,2,2,2
953,44,Yes,0,935,0,3,3,5,1333,1,0,89,3,1,6,1,2,2362,14669,4,0,12,3,3,0,10,4,4,3,2,1,2
954,42,No,2,495,0,2,1,5,1334,3,0,37,3,4,3,3,2,17861,26582,0,1,13,3,4,0,21,3,2,20,8,2,10
955,55,No,0,282,0,2,2,4,1336,4,1,58,1,5,3,3,2,19187,6992,4,0,14,3,4,1,23,5,3,19,9,9,11
956,56,No,0,206,2,8,4,5,1338,4,0,99,3,5,3,2,0,19717,4022,6,0,14,3,1,0,36,4,3,7,3,7,7
957,40,No,2,458,0,16,2,5,1340,3,0,74,3,1,7,3,1,3544,8532,9,0,16,3,2,1,6,0,3,4,2,0,0
958,34,No,0,943,0,9,3,5,1344,4,0,86,3,3,4,4,1,8500,5494,0,0,11,3,4,1,10,0,2,9,7,1,6
959,40,No,0,523,0,2,3,5,1346,3,0,98,3,2,7,4,0,4661,22455,1,0,13,3,3,0,9,4,3,9,8,8,8
960,41,No,1,1018,1,1,3,3,1349,3,1,66,3,2,8,1,1,4103,4297,0,0,17,3,4,1,10,2,3,9,3,1,7
961,35,No,1,482,0,4,4,5,1350,3,0,87,3,2,7,3,0,4249,2690,1,1,11,3,2,0,9,3,3,9,6,1,1
962,51,No,0,770,2,5,3,5,1352,3,0,84,3,4,3,2,1,14026,17588,1,1,11,3,2,1,33,2,3,33,9,0,10
963,38,No,0,1009,1,2,2,5,1355,2,1,31,3,2,8,1,1,6893,19461,3,0,15,3,4,1,11,3,3,7,7,1,7
964,34,No,0,507,1,15,2,4,1356,3,1,66,3,2,8,1,0,6125,23553,1,0,12,3,4,0,10,6,4,10,8,9,6
965,25,No,0,882,0,19,1,4,1358,4,0,67,3,1,6,4,2,3669,9075,3,0,11,3,3,3,7,6,2,3,2,1,2
966,58,Yes,0,601,0,7,4,4,1360,3,1,53,2,3,5,1,2,10008,12023,7,1,14,3,4,0,31,0,2,10,9,5,9
967,40,No,0,329,0,1,4,5,1361,2,0,88,3,1,6,2,2,2387,6762,3,0,22,4,3,1,7,3,3,4,2,0,3
968,36,No,1,607,1,7,3,3,1362,1,1,83,4,2,8,1,2,4639,2261,2,0,16,3,4,1,17,2,2,15,7,6,13
969,48,No,0,855,0,4,3,5,1363,4,0,54,3,3,5,4,0,7898,18706,1,0,11,3,3,0,11,2,3,10,9,0,8
970,27,No,0,1291,1,11,3,4,1364,3,1,98,4,1,2,4,2,2534,6527,8,0,14,3,2,1,5,4,3,1,0,0,0
971,51,No,0,1405,0,11,2,2,1367,4,1,82,2,4,5,2,0,13142,24439,3,0,16,3,2,0,29,1,2,5,2,0,3
972,18,No,2,1124,0,1,3,5,1368,4,1,97,3,1,6,4,0,1611,19305,1,0,15,3,3,0,0,5,4,0,0,0,0
973,35,No,0,817,0,1,3,4,1369,4,1,60,2,2,6,4,2,5363,10846,0,0,12,3,2,1,10,0,3,9,7,0,0
974,27,No,1,793,1,2,1,5,1371,4,0,43,1,2,8,4,0,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0
975,55,Yes,0,267,1,13,4,3,1372,1,0,85,4,4,8,3,0,13695,9277,6,1,17,3,3,0,24,2,2,19,7,3,8
976,56,No,0,1369,0,23,3,5,1373,4,0,68,3,4,5,2,2,13402,18235,4,1,12,3,1,1,33,0,3,19,16,15,9
977,34,No,2,999,0,26,1,2,1374,1,1,92,2,1,7,3,1,2029,15891,1,0,20,4,3,3,5,2,3,5,4,0,0
978,40,No,0,1202,0,2,1,4,1375,2,1,89,4,2,4,3,1,6377,13888,5,0,20,4,2,3,15,0,3,12,11,11,8
979,34,No,0,285,0,29,3,4,1377,2,0,86,3,2,6,3,2,5429,17491,4,0,13,3,1,2,10,1,3,8,7,7,7
980,31,Yes,1,703,1,2,3,5,1379,3,1,90,2,1,2,4,0,2785,11882,7,0,14,3,3,0,3,3,4,1,0,0,0
981,35,Yes,1,662,1,18,4,3,1380,4,1,67,3,2,8,3,2,4614,23288,0,1,18,3,3,1,5,0,2,4,2,3,2
982,38,No,1,693,0,7,3,5,1382,4,0,57,4,1,7,3,1,2610,15748,1,0,11,3,4,3,4,2,3,4,2,0,3
983,34,No,0,404,0,2,4,2,1383,3,1,98,3,2,4,4,0,6687,6163,1,0,11,3,4,0,14,2,4,14,11,4,11
984,28,No,0,736,1,26,3,5,1387,3,0,48,2,2,8,1,2,4724,24232,1,0,11,3,3,1,5,0,3,5,3,0,4
985,31,Yes,0,330,0,22,4,4,1389,4,0,98,3,2,5,3,2,6179,21057,1,1,15,3,4,2,10,3,2,10,2,6,7
986,39,No,0,1498,1,21,4,5,1390,1,0,44,2,2,8,4,2,6120,3567,3,1,12,3,4,2,8,2,4,5,4,1,4
987,51,No,1,541,1,2,3,3,1391,2,0,52,3,3,8,2,2,10596,15395,2,0,11,3,2,0,14,5,3,4,2,3,2
988,41,No,1,1200,0,22,3,5,1392,4,1,75,3,2,7,4,1,5467,13953,3,1,14,3,1,2,12,4,2,6,2,3,3
989,37,No,0,1439,0,4,1,5,1394,3,0,54,3,1,7,3,2,2996,5182,7,1,15,3,4,0,8,2,3,6,4,1,3
990,33,No,1,1111,1,5,1,5,1395,2,0,61,3,2,8,4,2,9998,19293,6,0,13,3,1,0,8,2,4,5,4,1,2
